date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:37:22	3537/3537	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/css/flaticon.css?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/css/flaticon32d4.css	(from https://tektrone.com/our-products/)
22:37:22	8390/8390	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/css/spacing.css?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/css/spacing32d4.css	(from https://tektrone.com/our-products/)
22:37:23	37097/37097	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Jun%202023%2009:51:24%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/css/insurez-unit.css?ver=1762448806	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/css/insurez-unitfd18.css	(from https://tektrone.com/our-products/)
22:37:24	261468/261468	---M--	200	added ('OK')	text/css	date:Sun,%2025%20Jun%202023%2005:53:58%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/css/insurez-core.css?ver=1762448806	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/css/insurez-corefd18.css	(from https://tektrone.com/our-products/)
22:37:25	1124/1124	---M--	200	added ('OK')	text/css	date:Wed,%2021%20Jun%202023%2007:54:00%20GMT	https://tektrone.com/wp-content/themes/insurez-child/style.css?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez-child/style32d4.css	(from https://tektrone.com/our-products/)
22:37:25	465639/465639	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/css/font-awesome-pro.css?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/css/font-awesome-pro32d4.css	(from https://tektrone.com/our-products/)
22:37:25	53269/53269	---M--	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:37:31%20GMT	https://tektrone.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.27.5	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/elementor/assets/css/frontend.min3ea8.css	(from https://tektrone.com/our-products/)
22:37:26	1164/1164	---M--	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:49:03%20GMT	https://tektrone.com/wp-content/uploads/elementor/css/post-6.css?ver=1754372943	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/elementor/css/post-66ed4.css	(from https://tektrone.com/our-products/)
22:37:26	90/90	---M--	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:50:17%20GMT	https://tektrone.com/wp-content/uploads/elementor/css/post-1706.css?ver=1754373017	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/elementor/css/post-1706d344.css	(from https://tektrone.com/our-products/)
22:37:27	13577/13577	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://tektrone.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://tektrone.com/our-products/)
22:37:28	18905/18905	---M--	200	added ('OK')	text/javascript	date:Wed,%2016%20Apr%202025%2014:14:37%20GMT	https://tektrone.com/wp-includes/js/underscore.min.js?ver=1.13.7	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-includes/js/underscore.min3ab8.js	(from https://tektrone.com/our-products/)
22:37:28	1426/1426	---M--	200	added ('OK')	text/javascript	date:Tue,%2020%20Sep%202022%2003:52:10%20GMT	https://tektrone.com/wp-includes/js/wp-util.min.js?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-includes/js/wp-util.min32d4.js	(from https://tektrone.com/our-products/)
22:37:28	20080/20080	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Sep%202025%2013:04:19%20GMT	https://tektrone.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/library/magnific-popup.js?ver=1757509459	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/library/magnific-popup6970.js	(from https://tektrone.com/our-products/)
22:37:28	87553/87553	---M--	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2017:14:23%20GMT	https://tektrone.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://tektrone.com/our-products/)
22:37:29	135007/135007	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Sep%202025%2013:04:19%20GMT	https://tektrone.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/library/swiper.js?ver=7.4.1	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/library/swiper9c05.js	(from https://tektrone.com/our-products/)
22:37:29	3241/3241	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Sep%202025%2013:04:19%20GMT	https://tektrone.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/frontend/block.js?ver=9843df686bd7556b3e7d35f9048f2e19	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/frontend/block7c14.js	(from https://tektrone.com/our-products/)
22:37:29	2069/2069	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Feb%202024%2020:40:17%20GMT	https://tektrone.com/wp-content/uploads/2024/02/cropped-cropped-WhatsApp-Image-2024-02-10-at-3.23.23-PM-32x32.png	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/02/cropped-cropped-WhatsApp-Image-2024-02-10-at-3.23.23-PM-32x32.png	(from https://tektrone.com/our-products/)
22:37:30	31792/31792	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Feb%202024%2020:40:17%20GMT	https://tektrone.com/wp-content/uploads/2024/02/cropped-cropped-WhatsApp-Image-2024-02-10-at-3.23.23-PM-192x192.png	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/02/cropped-cropped-WhatsApp-Image-2024-02-10-at-3.23.23-PM-192x192.png	(from https://tektrone.com/our-products/)
22:37:30	29160/29160	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Feb%202024%2020:40:17%20GMT	https://tektrone.com/wp-content/uploads/2024/02/cropped-cropped-WhatsApp-Image-2024-02-10-at-3.23.23-PM-180x180.png	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/02/cropped-cropped-WhatsApp-Image-2024-02-10-at-3.23.23-PM-180x180.png	(from https://tektrone.com/our-products/)
22:37:30	32804/32804	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Mar%202024%2010:08:22%20GMT	https://tektrone.com/wp-content/uploads/2024/03/WhatsApp-Image-2024-03-05-at-3.24.11-PM.png	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/WhatsApp-Image-2024-03-05-at-3.24.11-PM.png	(from https://tektrone.com/our-products/)
22:37:31	32804/32804	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2007:09:44%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/img/logo/logo-black.png	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/img/logo/logo-black.png	(from https://tektrone.com/our-products/)
22:37:32	108762/108762	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jan%202024%2011:50:54%20GMT	https://tektrone.com/wp-content/uploads/2024/01/breadcrumb-bg-1-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/01/breadcrumb-bg-1-1.jpg	(from https://tektrone.com/our-products/)
22:37:32	56872/56872	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2007:02:25%20GMT	https://tektrone.com/wp-content/uploads/2024/03/cpe.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/cpe.jpg	(from https://tektrone.com/our-products/)
22:37:33	61228/61228	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2007:02:26%20GMT	https://tektrone.com/wp-content/uploads/2024/03/impect-modifier1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/impect-modifier1.jpg	(from https://tektrone.com/our-products/)
22:37:33	3133/3133	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:56:14%20GMT	https://tektrone.com/wp-content/uploads/2024/03/scarlet-chrome-pigment-1489663409_p_2760955_5394161.jpeg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/scarlet-chrome-pigment-1489663409_p_2760955_5394161.jpg	(from https://tektrone.com/our-products/)
22:37:33	118226/118226	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Mar%202024%2007:02:23%20GMT	https://tektrone.com/wp-content/uploads/2024/03/optical-brightener-250x2501-1.png	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/optical-brightener-250x2501-1.png	(from https://tektrone.com/our-products/)
22:37:33	13873/13873	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:56:15%20GMT	https://tektrone.com/wp-content/uploads/2024/03/lemon-chrome.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/lemon-chrome.jpg	(from https://tektrone.com/our-products/)
22:37:34	7163/7163	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:56:16%20GMT	https://tektrone.com/wp-content/uploads/2024/03/middle-chrome-pigment-250x2501-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/middle-chrome-pigment-250x2501-1.jpg	(from https://tektrone.com/our-products/)
22:37:34	3003/3003	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:56:17%20GMT	https://tektrone.com/wp-content/uploads/2024/03/primrose.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/primrose.jpg	(from https://tektrone.com/our-products/)
22:37:34	20756/20756	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:52:20%20GMT	https://tektrone.com/wp-content/uploads/2024/03/23-300x240-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/23-300x240-1.jpg	(from https://tektrone.com/our-products/)
22:37:35	11981/11981	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:52:21%20GMT	https://tektrone.com/wp-content/uploads/2024/03/green-7-pigment-powder-500x5001-1-300x213-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/green-7-pigment-powder-500x5001-1-300x213-1.jpg	(from https://tektrone.com/our-products/)
22:37:35	10517/10517	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:52:22%20GMT	https://tektrone.com/wp-content/uploads/2024/03/violet-23-pigment-powder-500x5001-1-300x259-1.jpeg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/violet-23-pigment-powder-500x5001-1-300x259-1.jpg	(from https://tektrone.com/our-products/)
22:37:35	6746/6746	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:52:22%20GMT	https://tektrone.com/wp-content/uploads/2024/03/yellow-12.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/yellow-12.jpg	(from https://tektrone.com/our-products/)
22:37:36	5075/5075	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:52:23%20GMT	https://tektrone.com/wp-content/uploads/2024/03/yellow-13.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/yellow-13.jpg	(from https://tektrone.com/our-products/)
22:37:36	6883/6883	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:52:23%20GMT	https://tektrone.com/wp-content/uploads/2024/03/orange.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/orange.jpg	(from https://tektrone.com/our-products/)
22:37:36	13425/13425	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:52:25%20GMT	https://tektrone.com/wp-content/uploads/2024/03/21-300x240-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/21-300x240-1.jpg	(from https://tektrone.com/our-products/)
22:37:37	14758/14758	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:52:25%20GMT	https://tektrone.com/wp-content/uploads/2024/03/22-300x240-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/22-300x240-1.jpg	(from https://tektrone.com/our-products/)
22:37:37	9634/9634	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:47:39%20GMT	https://tektrone.com/wp-content/uploads/2024/03/31-300x240-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/31-300x240-1.jpg	(from https://tektrone.com/our-products/)
22:37:38	12029/12029	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:47:39%20GMT	https://tektrone.com/wp-content/uploads/2024/03/32-300x240-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/32-300x240-1.jpg	(from https://tektrone.com/our-products/)
22:37:38	16523/16523	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:37:16%20GMT	https://tektrone.com/wp-content/uploads/2024/03/37.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/37.jpg	(from https://tektrone.com/our-products/)
22:37:39	17436/17436	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:37:17%20GMT	https://tektrone.com/wp-content/uploads/2024/03/36.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/36.jpg	(from https://tektrone.com/our-products/)
22:37:39	16640/16640	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:37:18%20GMT	https://tektrone.com/wp-content/uploads/2024/03/35.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/35.jpg	(from https://tektrone.com/our-products/)
22:37:39	14948/14948	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:37:18%20GMT	https://tektrone.com/wp-content/uploads/2024/03/34.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/34.jpg	(from https://tektrone.com/our-products/)
22:37:40	35517/35517	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:37:20%20GMT	https://tektrone.com/wp-content/uploads/2024/03/ss-b1011.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/ss-b1011.jpg	(from https://tektrone.com/our-products/)
22:37:40	5257/5257	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:35:43%20GMT	https://tektrone.com/wp-content/uploads/2024/03/chemours-r104.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/chemours-r104.jpg	(from https://tektrone.com/our-products/)
22:37:40	8216/8216	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:35:44%20GMT	https://tektrone.com/wp-content/uploads/2024/03/r902-277x300-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/r902-277x300-1.jpg	(from https://tektrone.com/our-products/)
22:37:41	45171/45171	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:35:45%20GMT	https://tektrone.com/wp-content/uploads/2024/03/tr921.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/tr921.jpg	(from https://tektrone.com/our-products/)
22:37:41	27928/27928	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:32:54%20GMT	https://tektrone.com/wp-content/uploads/2024/03/rm21.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/rm21.jpg	(from https://tektrone.com/our-products/)
22:37:42	31605/31605	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:31:53%20GMT	https://tektrone.com/wp-content/uploads/2024/03/rt131-216x300-1.jpeg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/rt131-216x300-1.jpg	(from https://tektrone.com/our-products/)
22:37:42	33030/33030	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2005:19:07%20GMT	https://tektrone.com/wp-content/uploads/2024/03/rt130-213x300-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/rt130-213x300-1.jpg	(from https://tektrone.com/our-products/)
22:37:43	11670/11670	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:31:12%20GMT	https://tektrone.com/wp-content/uploads/2024/03/r6618tf-300x300-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/r6618tf-300x300-1.jpg	(from https://tektrone.com/our-products/)
22:37:43	6651/6651	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202024%2006:31:54%20GMT	https://tektrone.com/wp-content/uploads/2024/03/titanium-dioxide-rutile-r2195-250x2501-1.jpg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/uploads/2024/03/titanium-dioxide-rutile-r2195-250x2501-1.jpg	(from https://tektrone.com/our-products/)
22:37:43	4776/4776	---M--	200	added ('OK')	text/javascript	date:Wed,%2013%20Nov%202024%2023:08:48%20GMT	https://tektrone.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://tektrone.com/our-products/)
22:37:44	9141/9141	---M--	200	added ('OK')	text/javascript	date:Tue,%2002%20Apr%202024%2020:51:25%20GMT	https://tektrone.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-includes/js/dist/i18n.minc33c.js	(from https://tektrone.com/our-products/)
22:37:45	12512/12512	---M--	200	added ('OK')	text/javascript	date:Sun,%2025%20May%202025%2005:29:24%20GMT	https://tektrone.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.0.6	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/contact-form-7/includes/swv/js/indexfc7a.js	(from https://tektrone.com/our-products/)
22:37:45	13452/13452	---M--	200	added ('OK')	text/javascript	date:Sun,%2025%20May%202025%2005:29:24%20GMT	https://tektrone.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.0.6	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/contact-form-7/includes/js/indexfc7a.js	(from https://tektrone.com/our-products/)
22:37:45	13397/13397	---M--	200	added ('OK')	text/javascript	date:Thu,%2007%20Mar%202024%2012:33:51%20GMT	https://tektrone.com/wp-content/plugins/google-language-translator/js/scripts.js?ver=6.0.20	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/google-language-translator/js/scripts99ae.js	(from https://tektrone.com/our-products/)
22:37:46	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Thu,%2006%20Nov%202025%2017:07:20%20GMT	http://translate.google.com/translate_a/element.js?cb=GoogleLanguageTranslatorInit	C:/Users/Admin/Desktop/sandeep/sandeep/translate.google.com/translate_a/element.47cd15.delayed	(from https://tektrone.com/our-products/)
22:37:47	76703/76703	---MC-	200	added ('OK')	text/javascript	date:Thu,%2006%20Nov%202025%2017:07:21%20GMT	https://translate.google.com/translate_a/element.js?cb=GoogleLanguageTranslatorInit	C:/Users/Admin/Desktop/sandeep/sandeep/translate.google.com/translate_a/elementcd15.js	(from https://tektrone.com/our-products/)
22:37:47	4894/4894	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Sep%202025%2013:04:19%20GMT	https://tektrone.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/library/lazy.js?ver=1757509459	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/library/lazy6970.js	(from https://tektrone.com/our-products/)
22:37:48	5382/5382	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Sep%202025%2013:04:19%20GMT	https://tektrone.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/frontend/index.js?ver=2.1.14	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/frontend/indexbe12.js	(from https://tektrone.com/our-products/)
